id,review,helpfulness
1810,"I haven't tasted this.  But it is listed as Peanut Butter.  And the label pictured says ""Peanut Butter *Spread* ""<br />Plus, it says 90% peanuts.  Don't make a mistake and buy this, thinking that it is peanut butter.  It is not!",0
1811,"This product is not the Oi Ocha product that is sold in Japan. This product appears to be the Koi Ocha product repackaged as Oi Ocha for the USA. I have uploaded the picture to compare this product with the original Oi Ocha. Though I don't have Koi Ocha with me at the moment to verify that this is in fact the repackaged Koi Ocha.<br /><br />Koi Ocha (this product) is not a bad product, but it's not the normal green tea that is ""Japan's #1 Green Tea"" as claimed on package of this product. It has taste that seem to be cross between oolong tea and green tea. It's less mild and more bitter than the original Oi Ocha, and it has less depth with cheap taste.<br /><br />I'm very dissapointed with how Ito-en is misrepresenting their own product and won't be buying these again.",0
1812,"With all these scandals around Chinese products, I am not feeding my baby (or any babies visiting us) any food made in China.<br /><br />Perhaps unfair to some products, but I am not ready to take a chance, especially on a baby, whether mine or not.<br /><br />Sorry.",0
1813,"Who knew bread could make me cry!! With a new diagnosis and a grumpy picky 15 year old son.... I was at my wits end to find something, anything he would like.  I literally held my breath when I put this mix together in my bread maker (2lb wellbuilt - and it actually overflowed my bread pan!!) anyways... signs on the doors to be quiet for fear the bread might fall.... sniffing the air every 10 minutes thinking ""Yup smells like bread... could it be??"".  It had just cooled when my son walked in the door starving.... (being in high school, football, and lunch time have been rough!!) I ask him to sit down I've got something for him.... holding my breath some more - watching his first bite and him jumping up and down, ""Mom is this for real? This is AWESOME!""  Let me say that again, ""This is AWESOME"" now when have any of us heard those words from our teenagers mouth in relation to anything.  I got huge hugs, kisses and high fives, I think he even was dancing!!! My other 4 kids in the house tried it and couldn't believe it wasn't ""regular"" bread!! That is saying something cause let's me honest there are some out there that you just can't  fake liking, even a little bit!!  The other kids are so happy that he is happy cause these last couple of weeks have been rough on all of us, mostly on him.  Thank You Thank You Thank YOu - you won't be sorry with this mix!!",1
1814,"1980's is grammatically incorrect. It should be 1980s. No apostrophe. The only time you would use that is if you are shortening it by decade i.e. '50s, '60s, '70s. It may sound trivial but seriously I can't buy the candy because of it.",0
1815,"So, Amazon, you're back to selling whale meat, fois gras, and other gross foods?  What gives?  Is it because few American's eat it, or even know what it is?  And, it's expensive which helps your bottom line.  So, why not take stuff American's don't or are forbidden to eat (remember the ban on whale slaughter is now world wide and it makes your selling of it illlegal).  People are becoming more informed on a daily basis, and finding this kind of stuff on Amazon is little less than appalling, much less, law disregarding.",0
1816,"These are not the ones you get in restaurants. They have a slightly odd taste to them. Not minty and not chocolate. I'm not sure where you get the ones you find in restaurants, but these are not them.",1
1817,"It's good that there is an organic infant formula available.<br />Keep in mind that ALL formula is imitation human milk. The very best is human milk, so if breastfeeding is not contraindicated for a unique situation, that's the very BEST!",0
1818,"These pretzels are evil. When my snacking comes to an end, I see flashes of myself laying on the unkempt wooden floor of an abandoned house. Scant beams of light burn between the cracks in the boards on the lone window frame, illuminating my tattered and orange-stained clothes. The sound of my body writhing over a pool of empty yellow aluminum bags, a half foot high up the empty broken walls, is quieted only by the echo of my cries of longing and despair.",1
1819,"Pay close attention to expiry/Use-by dates. It develops dryness and slight rancidity when its close to expiry dates. And when they are on huge sale, thats the kind they are trying to clear out of inventory.",1
1820,"These cookies are mildly sweet and bland.<br />Whenever my stomach doesn't feel well, I have plain crackers or these simple cookies.A little rest with such delicate foods really helps hasten stomach flus and other digestive problems.<br />Also, they are so inexpensive.",1
